,Actual,Prediticion
15271,518000.0,
11425,277700.0,
19729,600000.0,
11386,290000.0,
1144,225500.0,[685462.4375]
18798,575000.0,
12110,222000.0,
11199,336950.0,
21525,1450000.0,
13952,262500.0,
14382,550000.0,
19065,260000.0,
13432,294000.0,
4856,147500.0,[381295.25]
14280,352000.0,
21192,675900.0,
4328,496752.0,[308119.40625]
4482,474000.0,[710789.5625]
15469,335000.0,
2070,370000.0,[355770.40625]
13545,896000.0,
2963,580000.0,[484375.3125]
3049,272000.0,[671339.75]
4252,170000.0,[460914.53125]
5081,643000.0,[560899.625]
7277,295000.0,
8579,437850.0,
6483,525000.0,[980210.75]
646,545000.0,[447613.0625]
4146,330600.0,[243748.4375]
1340,445950.0,[281753.3125]
6623,550000.0,
429,365000.0,[668745.5625]
6986,583000.0,
2177,1085000.0,[614947.875]
17641,507000.0,
14919,462600.0,
14359,405000.0,
13732,322500.0,
5548,565000.0,[191738.578125]
8564,332000.0,
8885,309000.0,
5526,354000.0,[506891.84375]
18590,194250.0,
17059,400000.0,
4643,652500.0,[284623.90625]
17677,721500.0,
19676,359000.0,
4280,450000.0,[557000.5625]
18462,219200.0,
7155,250000.0,
21020,450000.0,
1267,340000.0,[396837.75]
2217,564500.0,[2370036.75]
18097,689000.0,
3346,905000.0,[310018.0625]
17915,227000.0,
10830,532000.0,
19398,625000.0,
4841,359000.0,[568448.1875]
18728,192500.0,
79,720000.0,[380039.9375]
4578,640000.0,[1000477.625]
17508,1215000.0,
8539,1208000.0,
9306,439000.0,
15788,572000.0,
20504,319900.0,
4258,435000.0,[973841.0625]
10034,665000.0,
18161,660000.0,
9901,735000.0,
16688,347500.0,
4638,652500.0,[1200609.875]
4255,1300000.0,[625068.4375]
3962,600000.0,[272612.65625]
12454,229000.0,
20894,1095000.0,
1122,975000.0,[500975.40625]
10381,490000.0,
692,359900.0,[291241.78125]
13310,435000.0,
15161,650000.0,
17117,360000.0,
20372,329445.0,
18566,196000.0,
806,308000.0,[506601.875]
5299,405000.0,[463942.375]
6606,204950.0,
15528,615000.0,
6023,700000.0,[1161700.875]
4160,579100.0,[1550664.875]
13631,255000.0,
20258,778983.0,
288,675000.0,[766342.8125]
8270,374000.0,
12172,437000.0,
8368,362500.0,
14555,930000.0,
11018,1378600.0,
19229,395000.0,
12998,565000.0,
10445,240000.0,
20339,362865.0,
1937,840000.0,[477883.75]
19592,263000.0,
9063,439000.0,
16420,352750.0,
17565,417500.0,
21469,1050000.0,
4910,419500.0,[812786.4375]
19746,889950.0,
11824,205000.0,
8373,400000.0,
1237,438000.0,[417142.28125]
15213,1300000.0,
17331,543500.0,
19956,1563100.0,
11253,785000.0,
14488,272925.0,
11269,619000.0,
16453,525300.0,
12444,610000.0,
19364,225000.0,
9557,400000.0,
356,300000.0,[525001.9375]
19617,450000.0,
16894,986000.0,
19511,487585.0,
7907,3200000.0,
15435,500000.0,
17200,1380000.0,
15145,600000.0,
10765,445500.0,
10006,124500.0,
5293,1315000.0,[462270.8125]
7534,622000.0,
3784,440000.0,[310075.5]
12294,345000.0,
10432,449500.0,
1984,310000.0,[321077.875]
8444,607000.0,
18742,247500.0,
15963,180000.0,
3593,249000.0,[631248.8125]
13826,199000.0,
6763,780000.0,
6353,215000.0,[403131.625]
2596,1065000.0,[795228.8125]
12183,710500.0,
13443,265000.0,
19431,565000.0,
57,301000.0,[646874.4375]
1574,303000.0,[655310.8125]
17971,310000.0,
3862,280000.0,[321915.75]
11958,315000.0,
18822,390000.0,
1764,805000.0,[254656.140625]
15084,370000.0,
2591,375000.0,[563824.5625]
16680,598800.0,
6448,286000.0,[312915.09375]
14719,199000.0,
11551,810000.0,
9647,554990.0,
16957,575000.0,
7491,365000.0,
10889,435000.0,
10745,443000.0,
20971,525000.0,
20299,419950.0,
2790,1610000.0,[2296647.25]
12167,200000.0,
5777,225000.0,[230771.4375]
1696,440000.0,[429804.5]
10143,610000.0,
15517,890000.0,
18744,725000.0,
14507,359800.0,
11277,511000.0,
20194,385000.0,
6707,540000.0,
2770,604000.0,[460217.3125]
10449,650000.0,
1592,372500.0,[489881.25]
14687,230000.0,
704,130000.0,[415588.09375]
11690,412000.0,
3926,775000.0,[755765.875]
5816,153000.0,[393301.0]
14776,472500.0,
12503,450000.0,
19763,489500.0,
11045,1120000.0,
7993,342000.0,
20449,294000.0,
324,232000.0,[287660.6875]
1653,415000.0,[441908.5625]
9097,314000.0,
8023,435000.0,
13873,390000.0,
15897,379950.0,
7596,345000.0,
3945,480000.0,[657966.5625]
5349,386591.0,[323358.96875]
14958,790100.0,
5313,349000.0,[243873.609375]
4130,750500.0,[390465.9375]
12425,1289000.0,
1870,618000.0,[504856.25]
3751,416000.0,[676924.1875]
20224,1789950.0,
21609,400000.0,
1726,264000.0,[260834.265625]
19161,423800.0,
8703,249000.0,
16671,300000.0,
15345,275000.0,
9478,850000.0,
4278,235000.0,[343368.625]
15550,339950.0,
12848,249000.0,
14876,910000.0,
5674,349950.0,[489262.625]
11794,372000.0,
21484,850000.0,
1747,397000.0,[368596.8125]
6199,450000.0,[606037.0625]
5421,232000.0,[372423.0]
4508,413107.0,[247514.03125]
24,329000.0,[312739.96875]
10583,266200.0,
18563,675000.0,
12209,227000.0,
10626,220000.0,
12743,695000.0,
4086,262500.0,[331896.3125]
15769,642000.0,
11662,790000.0,
5386,214000.0,[432301.78125]
6101,495000.0,[488693.71875]
479,590000.0,[333998.6875]
11850,688100.0,
8644,1438890.0,
5628,406000.0,[432783.875]
16701,637000.0,
15312,190000.0,
8623,325000.0,
8303,623000.0,
10692,345000.0,
14449,248000.0,
13542,1775000.0,
19998,377000.0,
16625,1200690.0,
21372,490000.0,
322,230000.0,[482387.0625]
10937,272000.0,
19053,879950.0,
19098,148000.0,
15191,435000.0,
421,625000.0,[1316367.375]
15099,194000.0,
13714,555000.0,
17881,440000.0,
2066,460000.0,[240124.25]
3447,762000.0,[1013064.0]
13134,980000.0,
12326,925900.0,
9616,655000.0,
4447,825000.0,[330123.75]
3866,442000.0,[562886.75]
16627,799500.0,
15937,279000.0,
20144,1575000.0,
706,440000.0,[208483.5625]
956,700000.0,[696832.1875]
3939,425000.0,[486671.15625]
12440,560000.0,
11405,978000.0,
15029,299500.0,
19082,550000.0,
9072,581000.0,
6531,585000.0,
16458,175000.0,
15251,468000.0,
4083,246700.0,[469872.25]
4178,790000.0,[527673.9375]
19496,350000.0,
5450,259950.0,[901620.3125]
2614,580000.0,[216820.125]
5430,560000.0,[772216.6875]
103,1088000.0,[327725.25]
14361,775000.0,
10044,585000.0,
10972,455000.0,
7546,317000.0,
1072,1242500.0,[432366.03125]
17001,2187730.0,
12644,329000.0,
10470,402500.0,
10832,945000.0,
9038,397990.0,
5318,410000.0,[340019.0]
7559,535000.0,
3813,2890000.0,[1478046.625]
17057,530000.0,
4008,770000.0,[1354652.125]
19842,418395.0,
8446,549950.0,
2659,202500.0,[403546.625]
19199,535000.0,
2038,250000.0,[431084.625]
547,259950.0,[327596.9375]
7910,616000.0,
6947,420000.0,
9812,650000.0,
5793,825000.0,[635138.1875]
11292,650000.0,
9406,380000.0,
20389,390000.0,
5821,435000.0,[305681.125]
2381,282000.0,[493106.4375]
20090,551500.0,
15320,365000.0,
20876,300000.0,
14160,212000.0,
15188,473000.0,
6074,329950.0,[318525.375]
16573,438500.0,
13376,759000.0,
20378,889950.0,
16242,323400.0,
9073,625000.0,
19552,481000.0,
9124,445000.0,
15047,274000.0,
15696,450000.0,
7963,569500.0,
10276,728725.0,
2708,610000.0,[331760.71875]
15702,500000.0,
14579,719000.0,
7576,300000.0,
5334,625000.0,[296526.40625]
7224,456500.0,
19699,689950.0,
12625,314950.0,
13240,410000.0,
7843,550000.0,
8119,285000.0,
2481,236500.0,[637882.0625]
19750,335000.0,
14392,270000.0,
17864,480000.0,
14872,475000.0,
1753,368000.0,[651743.25]
18628,1600000.0,
18453,170500.0,
958,345500.0,[699389.9375]
3855,203000.0,[425720.8125]
8914,290000.0,
10240,485000.0,
3836,300000.0,[179005.4375]
13528,3168750.0,
20049,580000.0,
4486,2000000.0,[289106.75]
18,189000.0,[343509.75]
8783,880000.0,
2483,543000.0,[642013.5]
20257,1302000.0,
19630,855169.0,
4125,346500.0,[258433.65625]
13521,585000.0,
13042,570000.0,
7148,738000.0,
2747,726000.0,[444839.5]
15565,560000.0,
21238,299000.0,
2333,555000.0,[731810.9375]
19642,493000.0,
8626,425000.0,
6954,588000.0,
20242,392440.0,
10376,630000.0,
10870,735000.0,
12464,502775.0,
1612,454000.0,[893692.6875]
1616,349500.0,[494975.78125]
12924,782000.0,
3263,691500.0,[797469.625]
19838,379900.0,
19602,669000.0,
2354,775000.0,[218589.078125]
9544,175000.0,
17523,199500.0,
2147,353000.0,[411876.0625]
15459,497950.0,
1582,420000.0,[410182.75]
4319,432500.0,[691256.5625]
20748,395000.0,
11028,851000.0,
5754,720000.0,[423259.0]
1007,325000.0,[521809.0]
13833,515000.0,
12067,1195000.0,
20204,550000.0,
14909,380000.0,
18660,572000.0,
19917,825000.0,
11504,398500.0,
5127,510000.0,[367773.8125]
14310,570000.0,
20868,479000.0,
4703,299800.0,[560755.5625]
21476,433000.0,
13725,766000.0,
6771,2700000.0,
5302,368500.0,[521540.375]
6906,625000.0,
13728,1325000.0,
18946,345000.0,
16763,829000.0,
20823,1485000.0,
10743,371000.0,
13755,510000.0,
15211,915000.0,
4923,1940000.0,[557854.625]
10751,433000.0,
11664,255000.0,
4749,319000.0,[524271.875]
6776,425000.0,
18863,270000.0,
1009,280300.0,[1422965.625]
15445,299980.0,
17227,300000.0,
15837,440000.0,
12836,305000.0,
18561,405000.0,
4958,317000.0,[400084.9375]
1873,616300.0,[304600.15625]
13393,455000.0,
553,261000.0,[810568.6875]
11174,454900.0,
1022,375000.0,[971824.125]
11147,234000.0,
19756,385000.0,
11037,1130000.0,
17928,428000.0,
2519,545000.0,[449020.875]
17697,399500.0,
790,522000.0,[285502.9375]
999,289000.0,[485850.46875]
11937,455000.0,
4730,538000.0,[386609.1875]
17345,475000.0,
8128,447000.0,
8277,400000.0,
4673,1035000.0,[731466.0625]
7404,1600000.0,
17734,739000.0,
18598,325000.0,
6447,550000.0,[271441.53125]
17949,550000.0,
19899,380000.0,
13370,600000.0,
12128,306888.0,
5025,1165000.0,[412141.1875]
6613,545000.0,
12690,850000.0,
15512,1800000.0,
16284,850000.0,
4237,445000.0,[295955.1875]
1609,229900.0,[200746.03125]
4670,375000.0,[1037375.0625]
4360,800000.0,[437026.78125]
19840,300000.0,
10030,755000.0,
8613,565000.0,
12130,577000.0,
4563,100000.0,[516310.15625]
7668,1465000.0,
10918,442500.0,
2208,783000.0,[342962.59375]
13489,620000.0,
20796,272000.0,
20304,520000.0,
5890,420000.0,[371951.75]
7487,692500.0,
4539,554000.0,[487635.5]
7062,560000.0,
11774,232000.0,
12616,385000.0,
11635,299999.0,
20097,667000.0,
3760,200000.0,[881817.25]
1093,575000.0,[480522.8125]
20295,3204000.0,
5414,290000.0,[629769.3125]
5785,357562.0,[705368.5625]
19333,400000.0,
3853,1075000.0,[538192.0625]
14750,490000.0,
9236,500000.0,
19760,292000.0,
448,475000.0,[375100.0]
2242,525000.0,[293221.84375]
15919,299250.0,
16298,887000.0,
8537,599000.0,
868,381156.0,[438736.8125]
16337,475000.0,
15613,227000.0,
9739,485000.0,
9588,620000.0,
6767,319000.0,
17918,206000.0,
3427,732350.0,[432556.0625]
6845,607500.0,
14868,383000.0,
8293,615000.0,
4834,430000.0,[367727.625]
3110,870000.0,[408701.09375]
3832,319990.0,[262181.875]
15976,154000.0,
17817,850000.0,
2951,655500.0,[628758.9375]
6928,475000.0,
15588,435000.0,
7012,149000.0,
19465,835000.0,
18804,280000.0,
2918,160000.0,[628957.6875]
5818,338500.0,[1097860.25]
11543,312000.0,
8379,771000.0,
19208,265000.0,
21160,415000.0,
9217,310000.0,
4174,438000.0,[1076224.125]
12755,429000.0,
3922,431500.0,[583047.75]
17725,575000.0,
14384,476000.0,
16868,590000.0,
9599,283200.0,
6476,775000.0,[670364.6875]
10200,605000.0,
19987,1037000.0,
16788,400000.0,
13125,256900.0,
19667,1450000.0,
1920,265000.0,[353924.03125]
18777,424000.0,
9959,437500.0,
20483,465000.0,
14943,510000.0,
12657,1272500.0,
15296,570000.0,
17800,345000.0,
9294,826000.0,
7514,415000.0,
21393,350000.0,
2808,330000.0,[873282.3125]
5596,375000.0,[598064.0625]
19777,2641100.0,
19482,185000.0,
9196,279950.0,
8322,360000.0,
7632,540000.0,
13008,270000.0,
4768,154000.0,[310023.59375]
20622,779380.0,
2775,190000.0,[455917.84375]
10366,750000.0,
770,429900.0,[411457.4375]
1555,343000.0,[271417.5]
3091,2288000.0,[845015.8125]
4335,1400000.0,[587223.25]
13879,330000.0,
4862,325000.0,[1453723.875]
5498,366350.0,[355988.8125]
15644,675000.0,
11105,1820000.0,
19608,413100.0,
16728,569000.0,
18268,230000.0,
6555,200000.0,
3665,435000.0,[423237.0625]
8510,230000.0,
20288,436472.0,
3750,325000.0,[727020.8125]
2735,535000.0,[514385.75]
4618,291700.0,[547328.8125]
16597,376000.0,
15095,500000.0,
11890,365000.0,
21431,800000.0,
12395,615000.0,
1235,435000.0,[547719.0]
19184,660000.0,
19659,535000.0,
16703,210000.0,
3756,405000.0,[476601.3125]
4870,475000.0,[267086.0625]
17043,562500.0,
11000,320000.0,
5078,250000.0,[905280.5625]
7802,1035000.0,
12496,440000.0,
19036,303000.0,
20766,641000.0,
16283,289950.0,
9747,315000.0,
11304,329950.0,
10024,455000.0,
7654,640000.0,
9833,475000.0,
11946,469500.0,
14029,327000.0,
17869,335000.0,
17044,360500.0,
18002,969950.0,
8561,169000.0,
3526,1575000.0,[804571.625]
3521,802000.0,[635456.8125]
11458,350000.0,
2645,895000.0,[612186.1875]
626,559950.0,[832769.5]
20738,1135000.0,
2953,438000.0,[343873.71875]
4983,450000.0,[573673.3125]
14367,490000.0,
17477,293000.0,
6629,187000.0,
19655,369950.0,
2351,625000.0,[381179.4375]
7011,750000.0,
8171,285950.0,
4569,140000.0,[421094.5]
10476,820000.0,
18060,577000.0,
7434,312500.0,
2219,398000.0,[476021.0]
14101,165000.0,
4829,339950.0,[754745.0625]
1137,225000.0,[492132.375]
10602,472217.0,
1993,322000.0,[489770.21875]
4285,215000.0,[759545.9375]
6415,455000.0,[614666.5625]
869,289999.0,[525311.4375]
10284,218000.0,
7298,525000.0,
18084,207200.0,
10734,317000.0,
12021,289500.0,
559,331500.0,[487352.28125]
14138,375000.0,
17338,815000.0,
14994,267950.0,
7345,330000.0,
14239,374000.0,
4594,850000.0,[744890.8125]
2828,900000.0,[381003.28125]
12413,661254.0,
19560,724950.0,
19649,1264000.0,
4880,265000.0,[524033.84375]
20839,239800.0,
12929,555000.0,
21530,3000000.0,
10987,355000.0,
16843,379000.0,
2149,280950.0,[744507.8125]
19090,250000.0,
17574,680000.0,
9728,215000.0,
8076,450000.0,
11481,195000.0,
11142,605000.0,
13131,339950.0,
17591,355000.0,
5198,813000.0,[245486.125]
21271,320000.0,
5284,210000.0,[554737.0]
19817,395825.0,
14198,199000.0,
17973,458450.0,
1572,776500.0,[842392.125]
16551,199988.0,
14591,234950.0,
21044,375000.0,
14094,789800.0,
4243,615000.0,[308534.5625]
15593,250000.0,
16216,315000.0,
2312,260000.0,[815654.8125]
18061,446950.0,
14314,337000.0,
12156,200000.0,
11445,570000.0,
15115,715000.0,
15541,482500.0,
5108,692500.0,[289649.4375]
21135,449500.0,
1957,345000.0,[217226.21875]
17732,565000.0,
13562,423500.0,
10321,925000.0,
9535,215000.0,
16161,450500.0,
21444,410000.0,
18038,400000.0,
16989,975000.0,
15316,493000.0,
14917,530000.0,
12292,550000.0,
10672,575000.0,
16275,270000.0,
6532,500000.0,
11887,254000.0,
2439,349950.0,[457766.0625]
18039,344000.0,
6506,557500.0,
9957,539000.0,
7634,206000.0,
5111,492000.0,[361993.75]
2644,925000.0,[318790.375]
2636,415000.0,[452347.84375]
20133,388500.0,
5357,320000.0,[808061.3125]
10903,331500.0,
9258,650000.0,
2115,491500.0,[803449.3125]
15052,429900.0,
1765,390000.0,[372444.28125]
13242,559000.0,
2859,322000.0,[204818.6875]
10702,415250.0,
7771,276000.0,
156,650000.0,[217223.0]
21508,482000.0,
3589,200000.0,[315640.0625]
6969,447500.0,
7075,350000.0,
16027,301950.0,
5201,285900.0,[1138865.25]
1981,562500.0,[438171.25]
3409,260000.0,[723540.6875]
7051,225000.0,
10812,480000.0,
14764,530000.0,
3098,200000.0,[454959.0]
9347,375000.0,
12267,570000.0,
13189,1610000.0,
228,235000.0,[417271.6875]
10731,449900.0,
8471,515000.0,
14073,599000.0,
2192,750000.0,[270660.5625]
19742,301500.0,
6705,657000.0,
11980,1005000.0,
8094,525000.0,
10606,959900.0,
10564,195000.0,
1408,283500.0,[210286.375]
9443,593000.0,
18573,768000.0,
6671,870000.0,
15543,210000.0,
455,551000.0,[703887.3125]
1956,420850.0,[412303.6875]
13442,324900.0,
2112,1635000.0,[341319.875]
14452,400000.0,
15450,590000.0,
14665,177000.0,
17952,826000.0,
14659,525000.0,
15978,376950.0,
8473,236000.0,
10523,310000.0,
16849,392000.0,
19663,499431.0,
14957,382000.0,
5432,762500.0,[497156.125]
3456,508500.0,[465537.25]
11680,900000.0,
17052,326188.0,
4619,370000.0,[1095927.375]
16952,129000.0,
11763,1236300.0,
7231,1490000.0,
14479,750000.0,
18852,296500.0,
17103,435000.0,
233,213000.0,[393610.71875]
3199,365000.0,[265459.125]
12145,231000.0,
11433,245000.0,
19105,463000.0,
13356,766500.0,
2006,625000.0,[486220.84375]
6227,257500.0,[960270.9375]
617,485000.0,[306760.46875]
16039,389950.0,
3972,375000.0,[937876.75]
16765,310000.0,
7315,265000.0,
4515,285000.0,[219002.34375]
14987,432500.0,
6883,266000.0,
7828,597000.0,
2536,661000.0,[1851660.0]
20781,239000.0,
10994,580000.0,
20411,653000.0,
16640,467000.0,
4150,260600.0,[344935.5]
997,553500.0,[402146.65625]
17162,231000.0,
4170,810000.0,[548841.5]
20552,298450.0,
1987,1600000.0,[511654.0]
10270,575000.0,
13258,260000.0,
7235,627000.0,
13510,172380.0,
2914,420000.0,[503474.65625]
1969,439000.0,[376401.0]
20556,350000.0,
17136,290000.0,
5778,417500.0,[601779.6875]
4198,423000.0,[456108.5625]
6136,543000.0,[665046.4375]
861,565000.0,[727449.4375]
4066,565000.0,[473925.09375]
15590,430000.0,
9517,480000.0,
8396,460000.0,
7975,365000.0,
11211,577000.0,
7456,486000.0,
10637,995000.0,
21509,600000.0,
18872,245000.0,
15172,619100.0,
6662,193000.0,
1240,685100.0,[764256.4375]
6574,303000.0,
16508,338500.0,
17940,610000.0,
21599,810000.0,
2891,406650.0,[235168.484375]
14059,535610.0,
3129,1265000.0,[533537.6875]
15990,265000.0,
14218,320000.0,
13501,207000.0,
14180,315000.0,
15756,525000.0,
17483,363000.0,
7300,570000.0,
10016,292050.0,
4934,672500.0,[188523.328125]
8620,381000.0,
746,650000.0,[821355.5625]
13213,675000.0,
17188,502000.0,
2983,991700.0,[428495.5]
17807,330000.0,
15764,1690000.0,
9056,553000.0,
12564,417000.0,
5604,270000.0,[374466.84375]
9975,234000.0,
7023,770000.0,
11499,240000.0,
16288,585000.0,
951,601000.0,[156032.90625]
729,985000.0,[411701.75]
2941,123300.0,[945925.1875]
2717,1000750.0,[301837.9375]
13492,1650000.0,
5946,514000.0,[472041.625]
19522,268000.0,
13493,852500.0,
3683,213500.0,[196728.890625]
10984,262500.0,
21280,645000.0,
12246,490000.0,
12486,230500.0,
5223,852500.0,[349132.6875]
19038,285000.0,
5468,257500.0,[373779.3125]
12865,385000.0,
5029,600000.0,[490003.09375]
10014,521000.0,
4292,326500.0,[264935.78125]
14553,365000.0,
16754,478000.0,
12189,225000.0,
11694,410000.0,
14609,574800.0,
8025,323000.0,
12615,467000.0,
2487,335000.0,[751768.5625]
21515,942990.0,
15285,479900.0,
18113,240000.0,
11726,438750.0,
9562,516200.0,
10266,217500.0,
18321,243950.0,
20018,445000.0,
3301,820000.0,[400512.9375]
14353,325000.0,
14837,552500.0,
21454,375000.0,
5486,439500.0,[397157.21875]
8167,441000.0,
11044,280000.0,
9303,727000.0,
17672,690000.0,
18639,410000.0,
5872,550000.0,[375754.875]
14439,495000.0,
9526,282613.0,
13205,575000.0,
10705,300000.0,
7050,239999.0,
4074,435000.0,[239044.671875]
14321,691000.0,
2433,490000.0,[540937.75]
19226,1059000.0,
16563,365000.0,
18955,950000.0,
10888,462500.0,
15625,249950.0,
16791,459500.0,
7782,660000.0,
5436,375000.0,[592694.8125]
1059,425000.0,[319922.1875]
6472,362000.0,[209209.375]
2142,765000.0,[359050.25]
20895,850000.0,
13926,240000.0,
6664,424000.0,
9648,359950.0,
3348,675000.0,[366372.0625]
8501,911100.0,
8632,601150.0,
13081,475580.0,
18505,648360.0,
3094,425000.0,[463815.125]
17434,530000.0,
12378,232900.0,
11266,549000.0,
17972,440000.0,
2231,529219.0,[511267.78125]
7575,505000.0,
5868,490000.0,[399144.75]
2878,249000.0,[752479.5625]
11323,825000.0,
8829,603500.0,
9700,462000.0,
12227,324500.0,
17176,325000.0,
10221,270000.0,
7016,199950.0,
9129,1085000.0,
6195,2400000.0,[456991.0625]
1731,337000.0,[301391.90625]
19883,515000.0,
21075,586500.0,
17810,315000.0,
8530,215000.0,
16025,1400000.0,
18557,568000.0,
17348,160000.0,
15667,1715000.0,
14401,302000.0,
15388,270000.0,
2721,223000.0,[436954.5625]
5177,630000.0,[359631.90625]
16450,515000.0,
20335,405000.0,
8103,163250.0,
8309,450000.0,
452,232000.0,[327046.78125]
2922,570000.0,[1314766.875]
16043,840000.0,
19209,359000.0,
8504,549950.0,
18442,635000.0,
5323,319950.0,[342708.96875]
8589,775000.0,
12330,162248.0,
11288,539000.0,
16255,265000.0,
17243,349900.0,
17634,425000.0,
418,355000.0,[662152.6875]
16615,665000.0,
6602,1035000.0,
8481,236000.0,
6265,538888.0,[399456.25]
15280,329000.0,
15915,1180000.0,
9366,325000.0,
16651,283000.0,
14704,475000.0,
10833,608700.0,
8333,925000.0,
17295,600000.0,
3937,442500.0,[468080.375]
11356,350000.0,
542,318888.0,[784604.4375]
9741,354000.0,
16668,808000.0,
19330,625000.0,
13482,375000.0,
8927,515000.0,
18115,499000.0,
7501,1398000.0,
1034,768000.0,[518377.09375]
13321,275000.0,
6760,339888.0,
5329,595000.0,[2334277.75]
8117,386000.0,
15960,635000.0,
12047,215000.0,
15763,480000.0,
5249,205000.0,[556105.875]
11437,440000.0,
5861,540000.0,[595651.0625]
2078,199000.0,[487885.34375]
232,315000.0,[333246.375]
17298,440000.0,
2851,534000.0,[596452.0625]
3923,475000.0,[382906.875]
6504,690000.0,
2386,260000.0,[491084.59375]
12976,469950.0,
1589,332000.0,[645925.3125]
11638,800000.0,
6249,332500.0,[503318.09375]
7899,300000.0,
7007,225000.0,
366,673000.0,[779656.5625]
19397,369000.0,
1897,400000.0,[246985.484375]
9343,582500.0,
18708,713000.0,
6525,393000.0,
7382,880000.0,
7662,365000.0,
1382,503000.0,[628657.0]
11845,255000.0,
18059,275000.0,
17047,247500.0,
12350,1650000.0,
13092,482500.0,
8518,250000.0,
16136,1320000.0,
21228,412500.0,
16444,315000.0,
21112,542300.0,
18493,689800.0,
11370,600000.0,
13630,390500.0,
19264,391500.0,
8408,699000.0,
15197,975000.0,
1640,561750.0,[221773.875]
16749,425000.0,
12091,490000.0,
133,453246.0,[552536.875]
2563,1600000.0,[2615034.25]
8617,265000.0,
1152,1955000.0,[519787.5]
19527,991500.0,
3942,675000.0,[357291.34375]
17238,212500.0,
3555,300000.0,[362954.25]
14981,169950.0,
9530,450000.0,
4327,395000.0,[393506.84375]
15470,275000.0,
5806,216500.0,[394411.5625]
21085,677790.0,
2136,1735000.0,[578210.9375]
11267,1600000.0,
12763,410000.0,
209,464000.0,[2840815.25]
11242,269950.0,
4839,454000.0,[191029.1875]
17407,1802750.0,
3898,450000.0,[269609.5625]
18065,220000.0,
8456,299000.0,
19890,559950.0,
12200,565000.0,
17356,905000.0,
9207,425000.0,
8508,299800.0,
6617,829900.0,
3439,1280600.0,[347483.4375]
12915,350000.0,
16571,680000.0,
16375,175000.0,
16542,379000.0,
18811,200000.0,
15401,850000.0,
17172,275000.0,
1960,800000.0,[371589.0]
8349,455000.0,
12055,655000.0,
5912,390000.0,[344368.34375]
14303,397000.0,
2865,450000.0,[2128137.0]
20310,390000.0,
16882,524000.0,
1812,439000.0,[563697.5]
15309,210000.0,
13525,500000.0,
18567,515000.0,
2666,471000.0,[705935.9375]
10665,1010000.0,
3305,491950.0,[195380.03125]
18905,400000.0,
10703,222000.0,
17155,680000.0,
11836,355000.0,
6556,234000.0,
3561,480000.0,[323153.25]
19984,1898000.0,
3232,475000.0,[472743.84375]
2382,400000.0,[327873.8125]
4220,1570000.0,[306805.875]
17219,330000.0,
9325,960000.0,
16884,547500.0,
7815,745000.0,
5347,335000.0,[604534.6875]
3212,525000.0,[398549.125]
60,650000.0,[538708.8125]
5441,638500.0,[1999557.25]
13841,355000.0,
4078,940000.0,[740778.5625]
1438,907000.0,[542992.75]
11891,625000.0,
21026,395000.0,
2449,1600000.0,[346529.4375]
12749,515000.0,
6625,367500.0,
19339,535000.0,
4729,379600.0,[317160.875]
7314,295000.0,
5716,1517000.0,[353671.125]
294,550000.0,[1098460.75]
12720,243000.0,
20668,430100.0,
15749,508300.0,
7642,253000.0,
8420,556000.0,
1932,333800.0,[296488.125]
4038,390000.0,[363558.125]
10148,333500.0,
2792,828000.0,[444863.53125]
5645,980000.0,[626240.5625]
587,900000.0,[362118.5]
2234,608000.0,[297579.40625]
6345,260000.0,[984516.4375]
16309,330000.0,
11378,275900.0,
14670,481450.0,
1497,499950.0,[498401.625]
14053,661000.0,
2395,995000.0,[576296.25]
20409,461000.0,
9886,241000.0,
2796,430000.0,[455427.0]
12563,845000.0,
2538,490000.0,[774188.1875]
20021,429900.0,
2978,495000.0,[372460.25]
17127,500000.0,
14707,562000.0,
19885,310000.0,
19862,550000.0,
19506,565000.0,
19650,155000.0,
1785,285000.0,[571389.625]
20309,870515.0,
6558,805000.0,
469,342500.0,[394430.6875]
2283,569000.0,[709514.0625]
11593,355000.0,
11730,635000.0,
100,850830.0,[273168.40625]
12322,259950.0,
13695,300000.0,
6490,284000.0,
16105,587000.0,
5921,335000.0,[265951.0]
18377,323000.0,
18736,512000.0,
17924,420000.0,
4462,369000.0,[499612.4375]
2590,415000.0,[356532.3125]
20567,700000.0,
2187,330000.0,[358376.375]
13736,459950.0,
13887,345000.0,
2146,950000.0,[441328.8125]
13058,375000.0,
15639,334950.0,
16567,1260000.0,
12988,231500.0,
4805,224975.0,[272130.75]
10589,325000.0,
8079,522500.0,
17626,725000.0,
10803,281000.0,
7645,492000.0,
4047,310000.0,[387711.0]
12670,680000.0,
11569,479000.0,
7472,725000.0,
2417,699000.0,[561359.1875]
16476,735000.0,
6688,650000.0,
5859,641200.0,[477616.40625]
2652,872000.0,[638961.0]
12524,282000.0,
12280,823000.0,
17336,600000.0,
12740,425000.0,
1126,170000.0,[627871.75]
6238,380000.0,[523045.84375]
5018,702500.0,[656881.4375]
2679,347500.0,[1285478.625]
14569,887200.0,
10117,460000.0,
14026,255000.0,
13480,455000.0,
15006,535000.0,
17707,633000.0,
6585,260000.0,
10447,695000.0,
779,2250000.0,[217840.90625]
19898,389950.0,
14275,1100000.0,
1754,1038000.0,[406247.8125]
1634,415000.0,[493310.0625]
19301,234000.0,
20591,273500.0,
920,250000.0,[539333.4375]
6494,405000.0,
17963,437000.0,
11220,264950.0,
